Crop Type,Season,Temperature (°C),Humidity (%),Precipitation (mm),Soil Moisture (%),Wind Speed (km/h),Sunlight (hours),Disease Name
Rice,Autumn,29.52,66.35,9.02,17.75,3.12,11.56,Brown Spot
Rice,Autumn,19.73,52.84,45.13,25.98,7.5,6.74,Blast
Rice,Spring,10.56,51.17,39.33,34.26,10.8,6.73,Blast
Wheat,Summer,28.17,45.3,14.43,35.61,14.89,10.45,Rust
Corn,Spring,12.67,50.45,9.57,37.38,19.99,7.25,Gray Leaf Spot
Wheat,Autumn,15.2,87.4,10.57,56.14,15.74,8.52,Rust
Wheat,Summer,15.26,92.17,20.03,58.03,5.08,5.41,Fusarium Head Blight
Corn,Spring,34.18,99.44,10.62,15.31,4.16,10.42,Northern Corn Leaf Blight
Rice,Spring,25.56,75.64,4.41,17.42,11.19,9.17,Brown Spot
Rice,Winter,25.13,47.92,29.15,47.79,5.06,9.87,Brown Spot
Wheat,Spring,23.51,76.12,26.8,56.92,0.32,9.6,Powdery Mildew
Corn,Autumn,25.59,63.67,15.37,41.42,3.73,8.7,Common Rust
Rice,Summer,10.15,66.98,29.12,54.25,21.62,8.89,Blast
Rice,Autumn,14.53,83.45,4.27,42.3,7.72,6.84,Brown Spot
Corn,Winter,20.95,93.48,48.98,57.51,15.6,13.37,Common Rust
Corn,Summer,19.11,41.19,14.28,18.89,21.84,5.87,Common Rust
Corn,Spring,25.88,53.17,11.25,25.31,0.18,5.67,Common Rust
Wheat,Spring,30.83,78.52,34.22,51.58,3.05,5.48,Powdery Mildew
Wheat,Winter,15.47,43.77,33.02,32.12,0.88,12.18,Fusarium Head Blight
Wheat,Winter,12.23,47.98,32.43,41.51,18.62,12.34,Fusarium Head Blight
Corn,Autumn,24.56,46.64,20.24,23.2,4.48,9.36,Northern Corn Leaf Blight
Rice,Autumn,12.02,41.08,13.76,37.5,15.05,12.7,Blast
Wheat,Spring,13.76,67.44,11.75,26.67,0.92,10.19,Rust
Corn,Autumn,12.13,89.99,29.0,53.19,12.18,12.88,Gray Leaf Spot
Wheat,Summer,28.8,82.1,4.55,37.92,15.03,8.76,Fusarium Head Blight
Wheat,Autumn,23.79,65.3,31.75,27.37,12.22,10.58,Rust
Rice,Autumn,28.2,78.11,45.87,41.33,8.5,6.11,Blast
Corn,Spring,27.63,75.46,33.84,59.39,20.06,11.22,Common Rust
Corn,Autumn,10.04,45.06,5.15,32.67,10.36,10.32,Northern Corn Leaf Blight
Wheat,Spring,15.51,81.0,19.06,40.99,13.79,7.33,Powdery Mildew
Wheat,Winter,29.27,86.7,43.06,58.3,16.34,12.16,Fusarium Head Blight
Wheat,Spring,31.58,51.75,34.66,10.38,2.45,9.2,Powdery Mildew
Wheat,Spring,28.09,95.0,38.73,43.38,14.85,7.33,Rust
Corn,Spring,18.36,92.72,43.08,44.5,9.1,6.79,Gray Leaf Spot
Rice,Autumn,24.21,81.44,39.8,57.95,8.31,13.87,Blast
Corn,Summer,25.38,94.14,1.48,18.17,0.41,5.37,Northern Corn Leaf Blight
Rice,Autumn,32.25,66.48,18.69,46.07,6.15,9.86,Brown Spot
Corn,Spring,18.68,88.84,27.83,45.56,19.0,7.81,Gray Leaf Spot
Corn,Spring,14.55,47.41,20.48,10.86,9.42,11.59,Common Rust
Rice,Winter,19.05,91.23,1.86,17.96,23.38,11.24,Sheath Blight
Corn,Spring,27.93,73.49,23.71,38.44,20.27,12.19,Northern Corn Leaf Blight
Rice,Spring,13.23,46.78,16.74,31.18,14.15,13.51,Brown Spot
Rice,Autumn,12.87,83.72,28.66,29.33,23.89,12.23,Blast
Corn,Summer,32.59,71.16,46.9,42.45,13.82,10.06,Northern Corn Leaf Blight
Wheat,Autumn,31.62,51.21,21.15,21.58,14.92,6.11,Fusarium Head Blight
Rice,Winter,11.22,51.52,19.34,57.16,7.24,5.37,Sheath Blight
Corn,Autumn,15.52,49.33,25.17,28.7,0.32,6.14,Northern Corn Leaf Blight
Wheat,Summer,18.52,52.85,36.52,23.49,18.46,13.73,Powdery Mildew
Rice,Winter,24.27,83.83,49.92,41.68,4.75,12.81,Sheath Blight
Wheat,Spring,10.59,92.59,22.28,27.62,23.41,11.87,Fusarium Head Blight
Wheat,Autumn,26.37,56.84,4.8,26.87,0.59,9.33,Powdery Mildew
Wheat,Spring,26.36,77.53,37.86,31.95,5.05,8.16,Fusarium Head Blight
Wheat,Winter,13.48,57.69,36.06,57.32,19.71,13.92,Rust
Corn,Spring,12.29,61.59,18.8,30.15,20.83,5.5,Northern Corn Leaf Blight
Corn,Autumn,12.71,95.81,36.73,27.61,19.47,11.88,Northern Corn Leaf Blight
Wheat,Summer,20.77,77.97,33.6,22.26,2.84,11.73,Rust
Wheat,Autumn,33.98,48.99,39.73,42.24,14.72,12.85,Fusarium Head Blight
Rice,Spring,20.55,65.04,4.55,17.43,1.33,6.92,Blast
Wheat,Autumn,33.2,50.93,7.23,42.01,2.74,6.4,Fusarium Head Blight
Corn,Spring,23.4,82.25,30.23,50.16,19.89,13.14,Northern Corn Leaf Blight
Corn,Spring,15.03,57.27,14.14,51.89,13.35,11.7,Northern Corn Leaf Blight
Wheat,Winter,10.99,74.42,23.61,46.66,23.64,7.48,Powdery Mildew
Corn,Autumn,13.9,73.37,44.12,25.01,6.93,13.38,Northern Corn Leaf Blight
Rice,Winter,21.65,87.31,36.98,47.09,19.61,11.3,Brown Spot
Corn,Winter,24.78,48.25,48.26,34.6,22.37,11.13,Common Rust
Corn,Winter,15.31,77.04,20.43,21.63,0.62,12.14,Gray Leaf Spot
Wheat,Winter,20.19,87.47,23.27,26.32,21.34,6.0,Fusarium Head Blight
Wheat,Summer,13.94,55.85,16.58,22.38,23.27,11.78,Fusarium Head Blight
Wheat,Spring,34.83,90.93,26.73,56.5,2.86,10.81,Powdery Mildew
Wheat,Spring,16.59,76.68,45.31,49.41,12.54,12.36,Rust
Corn,Summer,18.48,62.03,38.22,43.38,15.7,12.28,Northern Corn Leaf Blight
Wheat,Autumn,22.22,66.69,28.93,58.4,5.35,10.49,Powdery Mildew
Wheat,Winter,11.48,53.19,3.59,14.9,1.3,11.99,Powdery Mildew
Wheat,Autumn,13.94,93.55,28.87,35.07,14.26,13.31,Fusarium Head Blight
Rice,Autumn,15.22,50.04,16.28,34.24,13.57,12.93,Blast
Corn,Autumn,33.65,42.52,25.53,28.12,10.17,8.88,Common Rust
Wheat,Autumn,24.67,53.01,41.87,42.12,9.31,5.77,Fusarium Head Blight
Wheat,Winter,20.8,72.95,45.34,55.64,17.87,9.47,Rust
Corn,Winter,11.3,73.58,40.21,37.74,5.21,9.43,Gray Leaf Spot
Rice,Autumn,27.1,42.88,32.77,48.0,5.98,6.33,Brown Spot
Rice,Winter,12.2,85.35,7.64,20.87,10.33,9.8,Blast
Wheat,Summer,15.6,73.81,41.43,52.57,2.15,6.31,Fusarium Head Blight
Corn,Summer,16.48,62.19,44.2,11.39,15.11,12.34,Northern Corn Leaf Blight
Wheat,Autumn,22.92,44.07,13.96,43.81,17.26,6.22,Fusarium Head Blight
Wheat,Winter,24.96,40.69,0.6,15.02,22.68,13.75,Powdery Mildew
Corn,Summer,27.42,41.15,37.4,32.64,10.21,11.53,Northern Corn Leaf Blight
Rice,Summer,19.84,42.51,25.11,54.49,15.46,13.15,Brown Spot
Corn,Spring,32.23,61.32,31.91,53.11,23.05,10.56,Common Rust
Wheat,Autumn,29.05,81.75,33.46,28.25,22.13,7.38,Fusarium Head Blight
Rice,Autumn,17.37,70.37,17.28,10.12,17.62,6.87,Sheath Blight
Rice,Autumn,32.26,62.8,35.77,12.25,23.86,11.95,Blast
Wheat,Autumn,29.68,58.79,47.1,13.72,18.02,5.53,Powdery Mildew
Wheat,Autumn,31.84,67.69,6.52,41.56,11.12,12.2,Fusarium Head Blight
Corn,Autumn,19.96,81.0,29.81,24.62,20.93,10.04,Common Rust
Corn,Summer,26.98,54.84,32.24,38.57,12.45,5.75,Northern Corn Leaf Blight
Corn,Spring,26.75,95.92,25.82,30.77,7.86,12.63,Gray Leaf Spot
Rice,Winter,31.07,54.26,35.52,49.95,18.41,10.83,Brown Spot
Wheat,Summer,26.05,77.45,13.36,37.23,20.74,7.94,Rust
Wheat,Winter,10.58,86.92,37.91,26.87,24.6,12.28,Fusarium Head Blight
Corn,Summer,20.04,99.24,41.66,33.93,13.57,10.17,Common Rust
Wheat,Winter,15.28,89.29,0.56,56.61,8.55,12.87,Fusarium Head Blight
Rice,Autumn,21.62,76.26,28.49,53.29,13.91,12.68,Blast
Corn,Winter,30.4,95.27,32.22,49.51,20.36,5.42,Common Rust
Rice,Winter,10.24,60.6,1.71,27.02,19.8,5.58,Sheath Blight
Rice,Spring,21.7,49.9,33.07,22.04,22.67,7.47,Brown Spot
Rice,Spring,26.91,86.94,20.96,24.36,20.53,8.5,Sheath Blight
Rice,Summer,18.32,98.6,22.42,24.73,7.48,6.21,Brown Spot
Wheat,Summer,33.67,48.3,45.21,30.46,16.57,11.41,Powdery Mildew
Corn,Spring,29.7,91.92,26.69,49.49,13.84,7.03,Gray Leaf Spot
Corn,Spring,22.04,74.85,17.21,36.28,4.43,7.0,Gray Leaf Spot
Corn,Summer,32.47,58.27,9.06,57.2,1.71,11.8,Common Rust
Rice,Summer,25.24,98.97,21.1,45.94,0.67,6.18,Brown Spot
Wheat,Spring,12.37,61.37,31.42,25.38,20.7,5.97,Fusarium Head Blight
Corn,Spring,19.84,43.7,31.75,48.12,12.8,12.19,Northern Corn Leaf Blight
Rice,Winter,11.77,74.87,18.73,49.74,16.72,12.1,Sheath Blight
Rice,Summer,21.09,78.26,35.95,18.79,0.14,13.97,Brown Spot
Rice,Winter,30.19,99.77,33.5,59.96,7.25,5.87,Sheath Blight
Rice,Autumn,21.69,91.02,15.51,22.77,11.4,8.25,Sheath Blight
Wheat,Autumn,20.09,71.62,5.49,58.68,6.21,8.09,Powdery Mildew
Wheat,Summer,32.41,52.1,30.41,41.22,3.05,13.77,Powdery Mildew
Wheat,Summer,10.13,63.26,30.78,12.33,19.38,13.01,Powdery Mildew
Rice,Winter,13.87,46.87,6.42,53.81,14.36,8.31,Brown Spot
Corn,Autumn,30.27,79.29,26.63,48.97,22.23,6.52,Northern Corn Leaf Blight
Rice,Autumn,12.74,82.74,14.23,49.97,19.42,13.55,Blast
Corn,Spring,28.81,99.85,27.05,17.24,8.74,7.49,Northern Corn Leaf Blight
Wheat,Winter,19.17,41.76,7.25,46.25,7.4,5.24,Fusarium Head Blight
Corn,Winter,25.88,55.26,15.91,11.26,13.92,6.22,Northern Corn Leaf Blight
Rice,Autumn,34.96,57.31,31.36,33.92,12.16,10.88,Blast
Corn,Spring,15.66,96.06,36.31,12.12,3.47,8.81,Common Rust
Rice,Winter,34.08,44.5,2.37,10.59,0.54,12.56,Blast
Wheat,Autumn,25.72,51.9,10.8,52.08,14.36,13.15,Rust
Rice,Winter,29.36,74.24,47.86,57.22,15.45,10.2,Sheath Blight
Wheat,Summer,25.91,65.73,8.43,44.54,4.99,9.11,Fusarium Head Blight
Wheat,Spring,18.5,48.03,1.62,10.98,9.83,8.84,Powdery Mildew
Wheat,Summer,27.45,94.89,26.92,52.54,7.93,7.89,Fusarium Head Blight
Wheat,Winter,29.9,63.54,22.0,42.46,3.65,5.63,Rust
Corn,Autumn,10.03,97.96,19.95,33.6,24.09,6.66,Common Rust
Corn,Autumn,34.02,61.03,40.46,21.54,13.49,9.04,Northern Corn Leaf Blight
Rice,Winter,23.23,95.14,30.12,17.66,5.18,6.34,Blast
Wheat,Autumn,17.41,97.52,7.45,50.84,23.28,11.38,Fusarium Head Blight
Wheat,Autumn,14.1,77.8,30.45,41.13,21.76,10.62,Powdery Mildew
Corn,Winter,31.13,54.34,2.23,55.07,19.42,5.75,Gray Leaf Spot
Wheat,Spring,27.85,60.89,26.01,16.23,12.37,13.14,Fusarium Head Blight
Rice,Spring,32.08,59.28,17.04,53.35,0.86,12.2,Blast
Rice,Autumn,29.48,61.25,29.87,47.37,6.88,5.46,Sheath Blight
Wheat,Summer,12.12,43.39,1.05,33.89,6.18,12.04,Rust
Rice,Winter,27.91,66.1,3.86,53.04,3.73,5.43,Brown Spot
Rice,Autumn,34.52,82.56,9.22,17.55,20.7,6.53,Brown Spot
Rice,Spring,17.82,71.84,35.51,52.12,3.05,5.07,Brown Spot
Rice,Spring,29.95,77.57,22.08,50.86,5.62,5.25,Blast
Wheat,Summer,23.39,68.42,2.03,41.93,7.73,10.74,Powdery Mildew
Corn,Summer,32.1,85.16,7.71,42.5,16.71,11.22,Gray Leaf Spot
Corn,Winter,15.69,74.17,39.36,54.69,13.31,11.86,Common Rust
Corn,Autumn,25.63,44.67,11.55,35.33,1.12,13.52,Gray Leaf Spot
Rice,Summer,33.68,59.36,28.53,20.78,17.8,8.45,Brown Spot
Wheat,Summer,16.06,76.69,25.55,37.39,17.76,13.23,Fusarium Head Blight
Corn,Autumn,30.5,79.61,15.22,59.38,8.3,5.42,Gray Leaf Spot
Corn,Spring,17.27,42.74,18.3,40.48,9.89,8.77,Common Rust
Rice,Summer,31.87,65.7,24.24,29.31,18.98,12.41,Brown Spot
Corn,Autumn,27.01,57.07,8.97,52.83,16.53,9.65,Gray Leaf Spot
Rice,Winter,33.92,82.96,14.56,33.33,7.6,12.77,Sheath Blight
Corn,Winter,27.27,81.4,18.93,41.49,13.91,5.46,Northern Corn Leaf Blight
Corn,Autumn,31.61,66.98,6.08,29.25,22.77,12.14,Gray Leaf Spot
Rice,Spring,19.87,50.27,37.05,13.0,5.19,12.48,Blast
Rice,Autumn,20.35,78.02,25.26,39.13,14.02,5.57,Sheath Blight
Rice,Autumn,27.24,89.26,32.35,31.76,6.21,12.88,Brown Spot
Wheat,Autumn,17.8,62.95,3.64,24.51,6.82,13.19,Fusarium Head Blight
Rice,Winter,15.62,54.96,18.36,22.55,16.95,10.72,Sheath Blight
Rice,Summer,24.64,73.3,17.26,53.43,24.28,13.46,Blast
Rice,Autumn,13.09,45.36,39.52,28.83,20.95,8.31,Brown Spot
Corn,Winter,10.2,84.68,49.29,40.83,16.24,6.06,Common Rust
Wheat,Autumn,33.68,93.54,18.11,47.85,10.75,10.3,Powdery Mildew
Rice,Spring,32.36,88.71,10.77,26.59,12.11,13.64,Brown Spot
Wheat,Spring,22.09,99.4,23.49,18.84,11.2,5.75,Powdery Mildew
Rice,Autumn,24.01,73.0,26.33,12.27,12.82,9.36,Brown Spot
Corn,Winter,20.88,74.21,16.42,54.32,18.34,12.3,Northern Corn Leaf Blight
Rice,Summer,31.12,77.55,2.58,49.16,6.37,8.98,Brown Spot
Wheat,Winter,24.93,57.96,32.51,54.41,24.83,13.59,Powdery Mildew
Wheat,Spring,21.77,69.71,16.24,10.49,18.94,11.18,Fusarium Head Blight
Corn,Summer,30.25,48.65,24.12,39.65,22.7,6.44,Gray Leaf Spot
Rice,Autumn,23.08,74.68,7.04,59.75,12.19,10.85,Sheath Blight
Wheat,Spring,33.71,41.18,3.54,55.55,12.43,13.37,Powdery Mildew
Rice,Summer,12.79,56.02,37.42,53.62,18.3,9.93,Blast
Corn,Autumn,29.43,46.88,23.99,48.16,10.22,6.39,Northern Corn Leaf Blight
Wheat,Winter,16.56,53.01,49.89,44.26,18.31,10.69,Fusarium Head Blight
Corn,Spring,15.49,55.49,27.66,13.23,21.48,12.7,Northern Corn Leaf Blight
Wheat,Autumn,33.59,68.77,20.71,59.22,0.63,12.52,Powdery Mildew
Corn,Spring,15.93,80.75,5.8,27.36,15.65,8.06,Common Rust
Wheat,Spring,24.42,55.89,26.4,16.77,6.87,7.87,Powdery Mildew
Wheat,Spring,21.78,60.78,41.48,32.22,5.81,9.66,Powdery Mildew
Wheat,Spring,29.96,79.18,35.85,53.22,14.99,5.77,Powdery Mildew
Wheat,Winter,24.04,87.56,43.03,38.61,12.73,5.27,Fusarium Head Blight
Corn,Winter,25.41,98.34,9.52,26.08,0.77,6.65,Gray Leaf Spot
Wheat,Spring,27.82,95.47,23.74,55.88,16.14,12.13,Fusarium Head Blight
Rice,Winter,32.76,54.06,22.82,28.16,16.43,6.94,Blast
Corn,Summer,31.84,57.57,14.27,39.77,0.33,5.02,Gray Leaf Spot
Wheat,Autumn,11.35,99.76,7.71,53.15,1.71,10.11,Fusarium Head Blight
Wheat,Spring,12.77,63.49,40.18,23.75,9.1,5.16,Powdery Mildew
Rice,Summer,26.53,70.92,1.34,25.9,21.02,13.22,Sheath Blight
Rice,Summer,33.75,50.99,46.36,18.1,13.92,12.47,Blast
Wheat,Autumn,34.39,70.0,0.29,29.05,15.48,12.63,Powdery Mildew
Wheat,Summer,13.33,74.16,3.65,52.49,17.27,8.38,Rust
Rice,Winter,25.66,79.23,24.78,16.71,8.14,10.77,Sheath Blight
Wheat,Summer,27.96,97.54,1.76,38.11,12.52,7.7,Powdery Mildew
Rice,Summer,27.1,95.69,23.97,38.29,14.58,9.13,Blast
Wheat,Spring,32.94,58.03,32.06,55.52,0.27,11.24,Powdery Mildew
Corn,Spring,25.96,44.0,31.59,28.88,1.2,12.64,Common Rust
Wheat,Autumn,17.55,52.43,35.92,33.44,13.04,10.87,Rust
Corn,Winter,23.69,88.78,23.64,39.3,13.31,12.24,Gray Leaf Spot
Corn,Winter,30.71,88.37,20.68,35.86,3.33,5.93,Common Rust
Rice,Winter,25.75,47.75,27.9,57.31,13.92,8.74,Blast
Rice,Winter,31.45,55.13,5.14,17.67,15.64,11.86,Brown Spot
Corn,Autumn,19.5,75.6,7.86,12.02,13.05,10.09,Common Rust
Wheat,Summer,29.85,56.15,23.11,52.6,9.26,12.78,Fusarium Head Blight
Wheat,Autumn,24.96,87.75,14.57,16.93,0.74,5.17,Rust
Wheat,Autumn,14.22,88.31,24.39,32.17,19.48,7.62,Fusarium Head Blight
Wheat,Autumn,28.39,92.5,39.73,34.06,12.62,5.76,Fusarium Head Blight
Corn,Spring,10.55,53.87,16.37,56.0,18.14,13.15,Common Rust
Rice,Summer,28.23,75.93,9.27,35.0,15.96,12.56,Blast
Corn,Spring,10.33,81.87,8.06,17.52,7.51,13.86,Northern Corn Leaf Blight
Wheat,Winter,13.55,49.55,23.41,47.37,15.87,10.8,Fusarium Head Blight
Rice,Winter,28.88,90.75,48.03,35.85,12.54,10.88,Sheath Blight
Wheat,Autumn,10.86,63.82,31.53,29.95,4.27,5.26,Rust
Rice,Winter,17.59,50.03,38.15,13.54,20.76,7.26,Blast
Wheat,Summer,31.23,76.68,28.29,21.41,9.16,5.15,Fusarium Head Blight
Corn,Summer,16.73,95.01,16.23,16.63,12.94,13.85,Gray Leaf Spot
Wheat,Autumn,22.44,58.39,18.56,14.24,22.1,6.02,Fusarium Head Blight
Rice,Winter,22.12,50.06,6.26,34.08,12.8,12.93,Sheath Blight
Corn,Summer,19.99,48.87,26.07,53.68,0.98,12.39,Gray Leaf Spot
Rice,Summer,17.9,92.12,30.5,21.82,6.84,8.52,Sheath Blight
Rice,Summer,15.58,70.36,1.38,50.47,6.84,5.92,Blast
Rice,Summer,29.21,63.9,45.03,57.56,19.02,9.47,Sheath Blight
Wheat,Autumn,25.93,98.41,10.97,11.72,7.2,8.95,Powdery Mildew
Corn,Autumn,29.56,41.4,42.43,53.63,16.44,8.57,Northern Corn Leaf Blight
Wheat,Winter,19.3,70.14,37.57,48.43,4.07,7.81,Fusarium Head Blight
Corn,Summer,21.34,71.77,31.86,41.27,12.72,7.33,Northern Corn Leaf Blight
Rice,Winter,14.91,75.79,10.82,28.75,17.76,8.09,Sheath Blight
Corn,Winter,21.14,76.37,28.48,16.61,15.55,6.05,Common Rust
Rice,Summer,30.38,59.62,33.38,55.74,20.03,5.38,Sheath Blight
Corn,Summer,17.94,91.05,5.02,48.79,23.93,6.27,Northern Corn Leaf Blight
Corn,Summer,19.18,92.68,28.75,11.25,22.54,9.25,Common Rust
Rice,Summer,19.42,50.13,25.31,11.68,18.61,9.94,Brown Spot
Corn,Autumn,32.55,82.82,31.63,40.81,2.56,10.83,Common Rust
Corn,Spring,34.29,68.34,47.57,36.6,20.14,9.98,Common Rust
Corn,Summer,26.24,54.5,31.21,16.44,0.04,11.32,Gray Leaf Spot
Wheat,Winter,24.09,86.03,15.25,48.13,6.3,8.85,Rust
Corn,Winter,29.67,61.29,34.72,38.84,1.56,7.33,Gray Leaf Spot
Wheat,Summer,31.0,97.01,47.2,12.14,13.55,7.99,Rust
Wheat,Winter,33.48,43.04,41.31,41.52,3.77,10.29,Powdery Mildew
Wheat,Winter,29.88,70.91,6.6,50.1,0.02,12.92,Fusarium Head Blight
Corn,Spring,13.71,53.18,38.36,11.97,20.16,5.14,Northern Corn Leaf Blight
Rice,Spring,30.33,98.65,45.25,49.05,17.19,5.48,Blast
Rice,Winter,28.33,88.4,24.86,59.31,8.19,7.31,Brown Spot
Rice,Winter,21.21,87.75,29.05,33.63,18.41,6.5,Brown Spot
Corn,Autumn,18.06,67.83,44.96,11.13,24.84,8.35,Gray Leaf Spot
Corn,Spring,18.33,66.76,7.61,44.4,0.5,10.83,Gray Leaf Spot
Corn,Autumn,31.28,70.69,42.45,10.04,16.68,6.57,Gray Leaf Spot
Wheat,Autumn,12.41,62.5,15.05,27.79,12.87,7.23,Powdery Mildew
Rice,Spring,17.2,48.55,42.82,41.85,22.9,8.67,Sheath Blight
Wheat,Winter,15.57,47.55,8.27,51.98,1.5,12.14,Rust
Sorghum,Summer,18.61899391611640,76.00891495770630,22.153607305022400,12.884040632086000,9.279952935188680,10.625990284469400,Gray Leaf Spot
Rice,Summer,15.25475582207200,38.74006143987060,49.456356941328100,52.71112683018030,19.81852692562280,11.819614759882900,Gray Leaf Spot
Corn,Autumn,16.43391181842980,53.107616851885800,8.115033009534190,20.593996537520200,20.08171622421760,9.830706776343010,Gray Leaf Spot
Barley,Spring,24.67683844752330,41.401358579618300,3.914278722285350,23.526896138979600,3.7812173562262500,9.32759422816115,Brown Spot
Corn,Spring,21.34411677684910,87.26634359432690,38.986645906577700,29.39377504705220,5.258351446561000,10.33159864540390,Northern Corn Leaf Blight
Oat,Summer,28.587012783126600,37.07288406088240,39.14712571915440,42.540773940338300,3.473827883728510,10.52752063598700,Brown Spot
Lentil,Winter,23.776038565168500,36.54418091022100,21.069485342447200,17.58920045271590,10.358175516214500,7.864437794161290,Common Rust
Sorghum,Autumn,28.14185041119700,91.68307684595470,28.689058819187900,22.70172863919310,20.669982726172300,5.831371473299440,Blast
Sugarcane,Spring,22.192870099481900,64.63672419689510,32.78848386709630,30.04696842321220,20.801648393022400,9.249723700851000,Brown Spot
Soybean,Autumn,22.70175483955080,77.60647630852980,47.41036455733520,11.086745038940300,3.643529569461660,9.196889836069010,Powdery Mildew
Wheat,Winter,10.902262894448800,89.45047439932180,38.05497145400730,27.71660810093920,5.455285119431510,8.38082242669633,Northern Corn Leaf Blight
Rice,Spring,31.460668089047200,48.81178944273420,23.317810942404800,38.32747211536690,15.446694339019100,8.013792918144000,Northern Corn Leaf Blight
Sunflower,Spring,10.019334909054700,80.78869555416660,14.067935668736800,41.296870283514500,11.498440155939100,6.884357275344090,Common Rust
Sugarcane,Summer,27.916196165619500,34.573149888735200,33.77186826000410,29.086332245830800,10.54739394835090,10.691559762946000,Common Rust
Corn,Autumn,14.702610026868800,35.45778996080760,3.9462353402721200,42.76053528334280,13.44942592284200,11.008513842458000,Common Rust
Lentil,Summer,27.57815446887330,41.91728601563940,44.45561275692750,20.33466268278280,18.465717246363100,6.726005747211140,Brown Spot
Oat,Autumn,26.88193827691750,52.30427758639010,6.807503723415090,25.492838847964800,5.527564807308680,8.242547285775160,Sheath Blight
Cotton,Spring,23.043876784515500,30.414713546234000,48.85040547594070,15.435844655931200,19.069584626867400,6.975539718402750,Common Rust
Peanut,Winter,31.86654571238610,96.35987055090070,30.179609087752400,33.751507763051700,9.124625681448780,11.343126394200500,Brown Spot
Oat,Summer,14.06722482271820,92.38537010026320,32.94027106576230,26.880757533473800,22.798752514543000,7.766304201420090,Blast
Peanut,Winter,13.895447320005300,34.906750294977000,4.945921437744890,46.1748579321297,1.1238662602137300,11.16697042455790,Brown Spot
Rice,Autumn,19.60764301590240,48.16622728585230,1.4974048282024300,13.55019066069850,20.54088429335290,8.506759326182210,Powdery Mildew
Rice,Summer,30.63601621092810,54.64221680337270,33.19243097397030,48.73902337654720,22.499395395322700,7.455254014269500,Northern Corn Leaf Blight
Lentil,Summer,34.19462689931390,59.691985568172000,27.442148792092700,16.74207630848320,9.091901769241430,9.273581117707520,Sheath Blight
Tomato,Winter,30.682736884014800,66.59587010121170,12.337044337519500,50.411185501536400,22.703831483194400,11.185435931934700,Brown Spot
Oat,Winter,15.797392877725400,98.54939582923380,48.2095191073513,41.80690881815530,9.788829469552720,11.786158838334300,Powdery Mildew
Lentil,Spring,21.324506481239900,60.79822815374790,41.29014431306120,22.919884835382800,3.914894663950690,7.386620559099110,Rust
Sorghum,Summer,19.245508454514400,56.04253346908410,22.05895497101200,33.72978553233070,12.774196168213500,9.146922696638450,Gray Leaf Spot
Cotton,Autumn,26.127144672629,37.11380583050960,28.904146926347900,52.99080763063750,15.999774928742200,5.837576644431200,Rust
Millet,Spring,10.688422327166500,89.80855176809860,48.4969782558788,27.849995463942900,7.240609930813200,10.447669518289700,Common Rust
Soybean,Spring,32.44285484792050,43.43544433940850,30.094960313838000,56.96845002882980,7.774470318361020,8.280809268259650,Blast
Millet,Summer,19.320921764652800,37.718457479905600,0.9375893698382040,17.2747507848717,16.35186827554510,5.3787621895237300,Common Rust
Peanut,Autumn,15.091535624947000,75.90413693121630,40.5182345977792,19.983218938584200,15.54949787517450,6.183405661182500,Fusarium Head Blight
Tomato,Winter,21.411878204632300,85.73571057891110,18.12654027789910,42.96067864455000,6.4111178759318400,7.413869235472530,Blast
Barley,Autumn,15.900174806187500,51.47343335295870,42.972814054471900,32.53309454699040,24.611407662442400,11.790270593355000,Powdery Mildew
Sunflower,Spring,13.765999012708500,90.48420651397100,41.91352218376150,25.499784253265100,22.03378726880520,5.9730195839684700,Powdery Mildew
Corn,Winter,34.276762875505700,48.12340357365530,48.33611249414220,46.16663433787630,17.28799772870140,8.987574268344070,Gray Leaf Spot
Cassava,Summer,16.25616247364590,33.757182330028800,47.556458694641600,55.647399331462300,13.54438302163670,6.978139174473910,Gray Leaf Spot
Sunflower,Spring,32.46914651017370,96.04302726619110,15.13608532270580,51.93152552115690,11.497597448217500,5.715905639884680,Common Rust
Sorghum,Spring,30.81561855982730,73.23586876261190,48.833194164241600,20.20685314424800,23.8898594996274,7.5005938448687800,Fusarium Head Blight
Corn,Summer,17.44413586040150,93.38826381339250,2.323275695061230,30.056240405180300,10.693847334867700,8.820278856909970,Northern Corn Leaf Blight
Sugarcane,Spring,17.308755489232400,86.16010820400840,33.749540880384900,14.101361201116600,23.26350004171750,8.377091838431680,Common Rust
Barley,Winter,33.60867843299340,60.42323646445710,44.062109573375200,27.480962031048500,24.531527970671000,7.17649874894328,Blast
Oat,Winter,15.752920087886600,60.47761172545630,8.558827171011200,16.949331379182900,8.70862230746558,7.246975769213290,Gray Leaf Spot
Lentil,Summer,33.58097532770910,50.009574094323700,37.070954773428100,47.82048504132460,18.069843086189000,8.169906517544450,Fusarium Head Blight
Peanut,Spring,11.993143265764400,47.86646232725370,32.28361940603420,59.13526286291730,24.359959074613600,6.230489760309240,Gray Leaf Spot
Peanut,Winter,10.699028834031000,95.31024303655060,40.41455060401090,21.573595119188500,0.45200408077792100,7.611360995391800,Northern Corn Leaf Blight
Wheat,Summer,20.228776192145900,82.22250511111970,17.314724089945900,44.62020388379720,21.81377820506840,8.068595582967380,Brown Spot
Millet,Autumn,33.44561127833720,81.96871389661810,46.67342004047520,42.26606235572130,20.591112427008300,7.1713610848098900,Northern Corn Leaf Blight
